text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam
mendengar prabowo subianto calon presiden nomor urut 2 berjanji mencari solusi prabowo subianto,Ekonomi,1,0,1,0,5,1,42,1,6
umumkan dukung aniesmuhaimin janji dr tirta amin menang pilpres 2024,Politik,43,4,1,1,0,0,43,6,1
rencana evaluasi uu ite ganjar pranowo mahfud md mari wujudkan kebebasan berpendapat berkeadilan,Politik,39,4,13,0,0,0,39,0,0
masyarakat percaya elektabilitas prabowogibran meningkat pilpres putaran dimenangkan,Politik,45,3,1,0,0,1,45,3,3
masyarakat udah muak kelakuan pdip masyarakat dikandang nya prabowo,Politik,41,0,1,0,3,2,41,6,3
kebersamaan kekuatan sukses capres cawapres ganjar pranowo mahfud md pilpres 2024,Politik,32,0,20,0,4,0,32,0,0
capres no 3 ganjar pranowo sekedar bicara tindakan tawarkan kontrak terbuka ipb bantu kedaulatan pangan,Politik,41,0,5,0,6,0,41,4,0
anies menang 1 putaran mari kelola anugrah tuhan anies rasyid baswedan 2x suku mari bersatu aceh papua anies baswedan sang pemersatu indonesia sejahtera,Politik,43,2,0,0,1,0,43,6,4
salah nya anies dibangun jis besar2an didukung jkw dananya jis ditempat degradasi penurunan lahannya jkt utara banjir rob spt pantura klu kapasitas 40_50rb sj wajar jis salah roadma,Sumber Daya Alam,1,1,0,10,1,2,31,10,1
gw benci bgt kalo lu ngomong gini lu kalangan menengah keatas karna emang fakta kebijakan anies menguntungkan kalangan menengah kebawah orang kaya anies tu gaada kerjanya karna ga menguntungkan aja,Politik,19,9,0,2,0,1,19,23,2
dunia geger program berita dunia negara negara dunia kebingunan anies pemenang pilpres menunjukan capres berkelas terbaik,Politik,34,4,0,0,14,2,34,2,0
garda samud3ra ganjarmahfud program komitmen jaga keamanan laut bangun kekuatan militer laut,Pertahanan dan Keamanan,23,2,5,3,4,23,19,0,0
nyata karangan2 bunga relawan ganjar mahfud rekannya kemarin korban penganiayaan oknum aparat,Sosial Budaya,9,0,9,0,5,5,28,9,0
pengancam anies ditangkap bareskrim polri mengkonfirmasi mengamankan warga pengancaman penembakan capres 01 anies baswedan ya ditangkap karo penmas divisi humas polri brigjen pol trunoyudo wisnu andiko,Pertahanan dan Keamanan,3,3,0,0,0,3,40,9,1
pasangan capres cawapres ganjar pranowo mahfud md membawa harapan petani meningkatkan kuota pupuk semoga hasil panen melimpah,Ekonomi,36,0,36,0,0,0,18,0,2
capres cawapres ri no 3 ganjar pranowo mahfud md pelindung petani tembakau mari sukseskan impian produksi tembakau berkualitas,Politik,41,0,10,1,2,0,41,1,1
nih kodam xiii moga2 kelanjutan boyolali kemarin pawai2 mbok ya knalpot breng breng lokasi2 sensitif dah gak musim pawai2 mengerahkan massa skr musimnya adu gagasan spt desak anies,Pertahanan dan Keamanan,3,2,0,8,0,3,18,25,0
pendukung anies membawa bendera berebutan bersalaman pendukung prabowo membawa bendera partai berebut kaos dilemparkan,Politik,31,6,0,2,4,1,31,12,0
anies ganjar paslon warga negara indonesia berhak transparansi data menteri aktif kinerja 5 data research dipapar,Sosial Budaya,1,0,0,0,2,22,31,1,0
anies baswedan tom lembong dibuang kabinet kegagalan kinerja kualitas dikhawatirkan momok kinerja kepemerintahan,Politik,30,1,0,7,4,4,30,6,4
calon presiden ri no urut 3 ganjar pranowo memahami urgensi menjaga konstitusi aturan dasar negara panduan negara,Ideologi,56,0,0,0,56,0,0,0,0
anies salah 12 tentara tdk pny rumah 517 800 jt cyber attack 976429996x,Pertahanan dan Keamanan,45,2,0,8,0,45,1,0,0
pasangan ganjar pranowo mahfud md pilihan petani tembakaudukungan kunci kesuksesan produksi tembakau,Politik,34,0,21,0,1,0,34,0,0
desak anies nakes siang stunting kehamilan jakarta kamis 18 januari 2024,Sosial Budaya,22,3,0,2,0,0,27,22,2
ganjar pranowo mahfud md senang banget liat tagar membawa energi positif yuk lanjutin dukungan,Politik,30,7,18,0,0,0,30,1,0
2014 tdk rekam jejak jokowi prabowo menculik aktivis pilih jokowi 2019 dukung jokowi tdk suka watak prabowo 2024 jokowi dukung prabowo tdk dukung prabowo watak jokowi prabowo,Politik,49,0,2,3,0,2,49,0,0
bareng fuji thariq influencer nasional ganjar launching gratisin program internet super cepat gratis merata kota semarang indonesia bebas buffering,Ekonomi,5,7,5,9,0,2,25,8,0
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
puan buka peluang ganjarmahfud merapat aniescak imin pilpres 2024 putaran,Politik,46,3,0,0,1,2,46,4,0
kemenangan putaran prabowogibran membawa harapan dukungantulus untuk02,Politik,41,1,4,0,2,2,41,4,2
anak2 muda humanies berdonasi video tron food truck web anies amp cak imin gerakan perubahan bergelombang pengusaha rumah makan padang prmp bogor suplai makanan pejuang perubahan tps,Sosial Budaya,49,0,0,4,0,1,2,49,0
perayaan ulang ke51 pdi perjuangan diadakan sekolah partai hadir kehadiran mengesankan dimana megawati soekarnoputri sosok kunci partai didampingi prananda prabowo acara momen menandai tonggak sejarah partai diwarnai semangat perjuangan komitmen prinsipprinsip dianut pdi perjuangan,Politik,33,3,0,7,2,4,33,7,0
anies layak presiden ekonom jebolan as hasil survei bloomberg diremehkan,Politik,42,6,0,0,1,0,42,3,4
prabowo blg gaza tunjukin tuh tone deaf and its really disgusting ga peduli genosida samsek sih lupa palestine under occupation 75 thn military checkpoints illegal settlements dll kacau deh,Sosial Budaya,41,0,0,10,0,0,3,41,2
prabowo dedikasinya nyata indonesia buktinyata tiadahenti,Politik,38,3,2,1,7,1,38,2,2
kelompok relawan gus ipul jatim deklarasi dukung prabowogibran emil dardak khofifah bergabung prabowo relawan gus ipul tebal kemenangan jatim milihtulusnya hatipakbowo ayahbowogbran palingsejuk,Politik,35,4,0,11,4,0,35,1,1
dukungan ganjar wirausaha lokal dorongan positif ekonomi daerah,Ekonomi,26,3,26,1,1,1,24,0,0
desak anies ambon pinggir pantai baby indah beach spesial aspirasi muncul menghidupkan wilayah timur indonesia potensinya,Sosial Budaya,6,1,0,10,0,0,5,6,34
petani paslon 03 capres ganjar pranowo dukung kuota pupuk ditingkatkan pertanian maju,Ekonomi,36,0,36,0,0,0,12,0,8
eyang anies perihal 1 bahan baku farmasi import mahal 2 alkes harganya tertinggal dg negara silahkan bandingkan gagasan bobot eyang anies,Politik,29,3,0,1,8,3,29,9,3
no i really enjoy the show indonesia gada berani elit malam lontarkan anis prabowo stop normalisasi elit berbuat enak nya,Politik,40,0,0,4,4,1,40,3,4
ganjarmahfud memimpin visi bssn pusat daerah melindungi ancaman sib3r,Pertahanan dan Keamanan,8,2,1,13,0,8,31,1,0
keren abis mas ganjar prof mahfud udah benerbener ngeset standar dunia ekonomi hijau ganjar pranowo merakyat berbuat rakyat,Ekonomi,18,3,18,0,5,0,29,1,0
peserta debat pemenang pilpres 2014 dn 2019 prabowo rival menilai debatnya isi mengedukasi masyarakat dn mmg kecewa berharap debat dinikmati pendidikan politik mlh disuguhi tontonan menjatuhkan org,Politik,37,1,2,4,5,4,37,3,0
gabung gaspoll bro relawan erick thohir banten tegak lurus dukung prabowogibran tribun jabar,Politik,31,10,1,10,0,0,31,3,1
dukungan merata ganjar pranowo mahfud md pemimpin memimpin indonesia presiden 2024,Politik,40,0,11,0,5,0,40,0,0
sederhana impactful paslon no 03 capres ganjar pranowo cawapres mahfud md rencana merampingkan regulasi hukum investor indonesia,Politik,7,0,49,0,0,0,7,0,0
gibran mocked muhaimin for bringing and reading notes whats the problem with having papers and data in your hand during a debate does he remember his partner got flamed by ganjar just because he was wellprepared with a whole binder,Politik,28,4,0,8,1,7,28,7,1
anies belajar ekonomi paslon s1 s2 phd salah gelarny studi bidang ekonomi did did he really just said that,Politik,15,2,15,7,1,2,15,14,0
dukungan tulus warga jabar modal prabowo berbuatbaik untukmasyarakat,Politik,44,3,0,2,1,5,44,1,0
breaking newspelaku mengancam nembak anies baswedan tangkap kepolisianterima kasih,Pertahanan dan Keamanan,1,1,3,4,0,1,28,17,2
program capres ganjar pranowo perjuangan bantuan sarana produksi mengalir sudut tanah pertanian,Politik,21,0,20,0,1,0,21,1,13
menhan prabowo subianto emil dardak berseloroh pemimpin muda acara resmikan sumur air bor bandung insider bandung insider,Politik,35,2,0,1,1,5,35,2,10
tementemen tanggal 14 februari bikin gebrakan nyoblos ganjar pranowo siapsiap ya,Politik,39,2,9,0,4,0,39,2,0
alhamdulillah yra keluarga nu dukungan pasangan amin anies baswedan muhaimin iskandar amin,Politik,48,1,0,0,1,1,48,3,2
kayak gini ditakutin ditangisin prabowo nyinggung tanah pintar goblok sih,Politik,34,2,0,1,6,8,34,3,2
mata pemilih pemula ganjarmahfud sosok politik mentor inspirasi apr3siasi keberanian bermimpi ganjar pranowo merakyat,Politik,42,0,12,0,0,0,42,2,0
gimana prabowo gentar koruptor nya aja gerbong mu noh minyak goreng impor gula proyek mangkrak food estate,Politik,31,1,0,4,1,9,31,1,9
abah anies mengangkat martabat petani menerus menerima bansos penghasilannya,Sosial Budaya,56,0,0,0,0,0,0,56,0
mendukung ganjarmahfud pemimpin keyakinan mengatasi disparitas ekonomi menciptakan kesetaraan,Ekonomi,17,2,17,0,0,1,34,2,0
keceriaan kehebohan malam malam heboh warga jogyakarta kedatangan anies beliau jalan jalan malioboro,Politik,30,3,1,0,1,0,30,17,4
pasangan capres cawapres ri nomor 03 ganjar pranowo mahfud md program bagus ekonomi 7 tumbuh terusmenerus,Ekonomi,53,0,53,2,0,0,1,0,0
ganjar pranowo keyakinan konstitusi aturan dasar negara fondasi negara dijaga bersamasama,Ideologi,48,0,0,0,48,1,7,0,0
calon presiden wakil presiden memiliki gaya berkampanye siaran langsung live media sosial tiktok capres nomor urut 1 anies baswedan cawapres nomor urut 3 mahfud md live tiktok anies berhasil menembus 300 ribu penonton live anies perjalanan daratnya lokasi jawa timur 2812 simak video selengkapnya,Politik,48,0,2,0,3,0,48,1,2
orang latar prabowo programnya makan siang gratis program gagasan brilian digadanggadang pemimpin strategic kemampuan,Politik,39,3,6,0,2,0,39,4,2
ganjar kelar anis meringis org no1 ri bk suara terkait debat semalam mengangkat tema pertahanan negara menandakan pertahanan negara benar2 sakral sbgmn prabowo bhw tema diperdebatkan tp tdk bs dibuka sembarangan,Pertahanan dan Keamanan,29,1,0,1,3,29,20,2,0
merasakan beban hidup berat biayabiaya mahal kebebasan berpendapat ditekan ketidakadilan ketimpanan dimanamana fenomena ordal karir bisnis terhambat perubahan cobol nomor urut 1 anies imin amin,Politik,36,0,0,4,3,1,36,8,4
lupa suara bersamasama jnk kekuatan memenangkan capres ganjar pranowo mahfud md pemilu presidensnnq1be,Politik,44,0,9,1,2,0,44,0,0
gorontalo pecah senin 8 januari 2024 anies menemui relawan simpatisan gorontalo tokoh gorontalo sambut meriah,Politik,43,3,0,8,1,0,43,1,0
penghianatan jalan ninja sikutu loncat pujangga politik anies,Politik,39,0,0,1,1,5,39,6,4
if youre still supporting prabowo 02 after he states palestina ditindas lemah rohingya diurus indonesia kesulitan diusir aceh sistem hukum indonesia sincerely fuck you lo bela,Politik,32,7,0,4,1,8,32,2,2
64 juta orang indonesia terkoneksi internet ganjarmahfud mewujudkan program internet gratis cepat merata nama programnya gratisin gratis internet cepat merata membangun ekosistem digital berlandaskan kemampuan pemuda indonesia berlandaskan pembacaan,Ekonomi,15,7,15,0,1,3,17,13,0
al fatihah alm lambang babar purnomo alumnus arkeologi ugm diduga dibunuh saksi pencurian pemalsuan arca museum radya pustaka melibatkan hashim djojohadikusumo adik prabowo,Pertahanan dan Keamanan,37,0,0,10,0,37,7,0,2
kehidupan pendidikan diskriminasi pendidikan pendidikan pesantren samasama kesempatan samasama anak indonesia anies,Sosial Budaya,39,8,0,0,0,0,9,39,0
rakyat mengalami tolong negara didampingi pengacara negara takut didiskriminasi amin aja anies deserve better videotron,Sosial Budaya,2,3,0,3,6,5,37,2,0
paslon 03 ganjar pranowo solusi pintar pertanian indo kuota pupuk diperluas hasil panennya top,Ekonomi,47,2,47,0,0,0,7,0,0
malam ganjar salawatan amp istighosah bareng puluhan ribu warga semarang senin 112024 dipimpin gus ali gondrong berlokasi lapangan sapta rengga bandungan kabupaten semarang suasana penuh suka cita ganjar warga menyambut 2024 bersamasama,Geografi,1,5,0,1,5,0,33,11,1
trauma polarisasi pilkada dki jakarta 2017 imbas politik identitas mewarnai pilkada jakarta prabowo subianto,Politik,36,6,1,4,0,0,36,3,6
juru bicara tpn ganjarmahfud aryo seno bagaskoro konteks relasi global indonesia maju unggul dibandingkan negaranegara keunggulan tercapai konsisten serius mencapai indonesia emas 2045 memanfaatkan momentum bonus demografi aryo juru bicara tpn ganjarmahfud aryo seno bagaskoro logika didasarkan kepastian penegakan hukum rekrutmen penempatan duta berdasarkan kapabilitas hubungan indonesia negaranegara produktif perlindungan diaspora juru bicara tpn ganjarmahfud aryo seno bagaskoro kebijakan pro kesejahteraan aparat penegak hukum ditingkatkan ganjarmahfud beasiswa khusus anakanak polisi tentara meringankan beban pendidikan prajurit polisi fokus bertugas sesuai tupoksinya,Sosial Budaya,47,0,1,6,0,2,0,47,0
alunalun tangerang lautan manusia tkd prabowogibran putaran,Politik,41,1,0,1,1,8,41,4,0
jis anies janji bangun stadion standar fifa sumatera barat pastikan pakai rumput kw,Sumber Daya Alam,2,2,1,10,0,4,19,18,2
kalo elu kasihanin diserang dirilulah dikasihani kritik anies prabowo akurat prabowo lahan 320 ribu ha disaat bangsa dihadapi ketimpangan lahan dahsyat hak alam direbut prabowo,Politik,38,1,0,3,0,2,38,9,3
kepemimpinan ganjar mahfud rakyat sumb3r daya alam pilar utama kesejahteraan ganjar pranowo terbukti,Sumber Daya Alam,2,0,13,0,1,0,39,1,2
alasan anies pilih jis ketimbang gbk kampanye akbar karya anak bangsa dibangun tenaga asing pemimpin pro rakyat bangga dgn hasil kerja anak bangsa abah anies indonesia gak butuh pemimpin letoy cengeng,Politik,33,2,0,0,5,0,33,16,0
relawan antusias sambut anies pekanbaru henny menjemput anies menjemput harapan rakyat,Politik,33,3,0,2,1,0,33,15,2
shock lihat prabowo kadernya mantan napi koruptor korupsinya gak korupsi korupsi kejahatan pilih capres komitmen anti korupsi,Politik,42,2,0,0,5,6,42,1,0
dipilih anies presiden level prajurit diperhatikan kesejahteraannya suruh tnipolri mempertahankan nkri menjaga keamanan bingung kebutuhan dasar ngga terpenuhi,Politik,30,1,0,3,8,11,30,2,1
anies bersikap kritis kinerja prabowo dianggap engga sopan dianggap menghormati orang tua giliran skrg gibran tengil sok kritis dianggap kritis keras standar ganda,Politik,43,3,0,0,0,3,43,3,4
dukungan kegiatan seni budaya mencerminkan perhatian prabowo identitas nasional buktinyata tiadahenti,Sosial Budaya,3,2,1,0,0,5,40,3,5
mengejutkan pengamat militer gibran khianati prabowo menang pilpres 2024 alasannya,Politik,47,1,0,0,1,3,47,4,0
ganjar pranowo mahfud md memenangkan hati kebijakan kuliah gratis keberanian dukungan pendidikan patut diacungi jempol,Politik,37,0,16,1,1,0,37,1,0
rangkuman komentar terbaik netizen selengkapnya iya sih anggaran proyek food estate triliunan gagal duitnya dipakai salah satunya dana kampanye duit wowo,Politik,32,0,0,5,0,8,32,6,5
ganjar pranowo prof mahfud md ayo bantu nelayan menghadapi kredit macet hati penuh kasih sayang,Politik,27,2,26,0,0,0,27,1,0
pasangan ganjar pranowo mahfud md harapan benerbener solusi bangsa bro,Politik,40,0,14,2,0,0,40,0,0
program paslon no 03 ganjar pranowo prof mahfud md bikin ekonomi maju 7 pertumbuhan,Ekonomi,55,0,55,0,0,0,1,0,0
kapitalisme neoliberal cocok indonesia prabowo kalimantan,Ideologi,45,0,0,3,45,3,2,2,1
keterampilan prabowo gibran memahami ketahanan energi pangan menciptakan fondasi kuat kemajuan berkelanjutan,Pertahanan dan Keamanan,4,2,4,0,0,4,39,6,1
kepemimpinan anies menghasilkan perubahan positif sektor pendidikan transportasi lingkungan,Sosial Budaya,24,0,2,0,0,0,23,24,7
politik aji mumpung 2024 johan o silahi beberkan politik aji mumpung prabowo gibran,Politik,41,4,3,4,2,0,41,1,1
kabar pembubaran relawan prabowogibran menciptakan kebingungan kalangan pendukung masyarakat klarifikasi,Politik,39,3,1,0,1,4,39,8,0
era anies banjir dikit langsung siaga gerakin damkar atur pintu air dll efeknya julidin 7 7 malam realita jam langsung surut banjir diem aje gubernurnya anies if u know u know,Politik,30,1,1,9,0,1,30,6,8
jenderal napoleon bonaparte menghadiri acara konsolidasi purnawirawan polri utk dukung anies baswedan,Politik,38,1,1,6,0,4,38,6,0
ganjar hapuskan hutang petani nelayan menang pilpres 2024 ganjar mahfud membebaskan petani nelayan indonesia jerataan utang ganjarmahfud kepedulian program konkret menyejahterakan nelatan petani,Politik,25,1,26,0,1,0,25,3,0
menarik pertemuan anies baswedan mantan menteri lingkungan hidup kehutanan emil salim diskusi upaya pelestarian lingkungan pembangunan berkelanjutan memiliki nilai be,Sumber Daya Alam,1,1,0,2,1,1,20,30,1
mengapresiasi tni n polri dlm menjaga pertahanan n keamanan indonesia pelik perbaikan kualitas hidupku tni n polri bkl langsung prsidem prabowo subianto djojohadikusumo subianto calon prsidem 2024,Politik,17,3,0,5,0,30,17,0,1
respect warga disabilitas kesempatan acara desak anies,Sosial Budaya,52,0,0,0,0,0,3,52,1
gua udah berhasil counter pilih anies ragu nolak rohingnya gua berhasil meyakinkannya biaya nolong nggak pake apbd anti banget tuh indonesia milik pribumi pas gua tanyain gimana timnas indonesia,Politik,29,4,2,8,2,1,29,9,1
ladang tebu cilacap perkebunan kelapa banyuwangi petani anies pelindung kepentingan,Sosial Budaya,17,0,0,4,0,2,30,17,3
nahh laeku ga dibuka data prabowo senayan lawan anggota dpr ri ga rapat terbuka utk bahas anggaran krn rahasia negara beritanya,Politik,31,4,0,0,2,14,31,2,3
ganjar pranowo inspirator sejati boarding schoolnya lembaga pendidikan mesin perubahan sosial kiprahnya membuktikan visi matang mengubah,Politik,38,2,10,2,1,0,38,3,0
pesan putra papua anies baswedan titipkan papua,Sosial Budaya,55,0,0,0,0,0,1,55,0
suka quote anies negara mengatur pikiran orang negara mengatur perasaan orang negara atur perbuatan negara bertindak organisasi pelanggaran hukum sepakat,Ideologi,9,1,0,0,9,7,29,10,0
pulau sebira saksi gagasan adil makmur perubahannya dirasakan langsung warga tokoh pulau sebira bicara lantang warganya anies presiden,Politik,42,0,2,6,0,2,42,1,3
pilpres 2024 de ja vu pilpres 2004 amp 2014 bedanya pilpres 2024 1 putaran unt kemenangan prabowo gibran,Politik,47,2,2,1,0,1,47,1,2
