text_cleaned,label,correct,Demografi,Ekonomi,Geografi,Ideologi,Pertahanan dan Keamanan,Politik,Sosial Budaya,Sumber Daya Alam,text
prabowo 4 kali kalah terduga pelanggar ham gak diadili mas tersebar pemilu kontestan timses foto aja lihat timnas aniesmuhaimin letjen tni purn sutiyoso dewan penasehat tpn ganjarmahfud jenderal tni purn hendropriyono masuk tpn ganjarmahfud dibatah hendro namanya dicatut masuk situ arsjad lanjutan jaksa agung pengadilan khusus palanggaran ham berat komnas ham rekomendasi dprri parlemen isinya anggota parpol isi kepalanya gak ketemu,Politik,23,1,1,2,1,16,23,4,8,"RT Prabowo 4 kali kalah pun para terduga pelanggar HAM ini gak diadili, mas. Karena mereka tersebar saat pemilu, entah sebagai kontestan maupun timses. Dari foto itu aja bisa kita lihat timnas Anies-Muhaimin ada Letjen TNI (Purn) Sutiyoso sebagai Dewan Penasehat. Di TPN Ganjar-Mahfud ada Jenderal TNI (Purn) Hendropriyono yg sempat disebut masuk TPN Ganjar-Mahfud, yg dibatah Pak Hendro bahwa namanya dicatut masuk situ. Sedangkan Pak Arsjad akan jelaskan hal tersebut walau sampai sekarang belum ada lanjutan. Untuk Jaksa Agung membuat pengadilan khusus Palanggaran HAM berat ini kan selain Komnas HAM ada rekomendasi DPR-RI, nah membuat parlemen yg isinya anggota Parpol agar isi kepalanya ini kan gak pernah ketemu. [RE mazzini_gsp]"
anies presiden terbaik 2024 pilpres 110 triliun dihabiskan memilih capres gemoy anies pengetahuan luas bekal membenahi negara anies modal keahlian diplomasi internasional pintar,Ideologi,0,5,0,0,0,1,45,3,2,RT Anies presiden terbaik 2024. Pilpres 110 triliun jangan dihabiskan untuk memilih capres gemoy. Anies punya pengetahuan luas untuk bekal membenahi negara. Anies punya modal keahlian diplomasi internasional dan pintar bekerja #RakyatSiagaKecurangan #RakyatSiagaKecurangan https://t.co/RPICiDZqGp [RE bianca01403]
saut situmorang anies baswedan minim potensi korupsi,Politik,39,0,0,2,0,2,39,7,6,RT Saut Situmorang : Anies Baswedan Paling Minim Potensi Korupsi https://t.co/P7QrZpQSJ8 [RE keuangannews_id]
pemilu 14 februari anis tersingkir lolos putaran prabowo vs ganjar pemenang diputaran ganjar pranowo,Politik,45,0,7,0,0,0,45,2,2,Pemilu 14 februari nanti Anis akan tersingkir dan yang lolos putaran kedua adalah prabowo vs ganjar. Dan pemenang diputaran kedua : GANJAR PRANOWO
kehadiran bu khofifah semoga suara prabowogibran jawa timur drastis,Politik,43,3,0,1,1,3,43,4,1,Dengan kehadiran bu khofifah semoga suara prabowo-gibran di jawa timur makin naik drastis #KhofifahPerkuat02 https://t.co/TvyQpcJLTM
skedar ngasih relawan projo membela keras panjenengan difitnah diserang kubu prabowo pilpres ditangkap mengkritik netralitas aparat penyelenggara pemilu berjuang utk demokrasi negeri dicatat palti koruptor maling penghina jogja sprti aa pemfitnah cawapres pegawai partai anak panjenengan pelanggar ham tangannya berlumuran darah menghilangkan nyawa aktivis teroris trus langsung ditangkap jam 3 nakutnakuti gimana kebenaran menemukan jalannya,Politik,45,0,0,6,1,4,45,0,0,"RT Pak @sNVJTQ2/qLxEnFBFUl/+jxLojmYhXc/ezgKW6pCOO+s= skedar mau ngasih tahu. @LM9v0ycIWGsVLnrwMXgrJRrLLLS+62MEzSQ79KDdrrY= adalah relawan Projo yang membela sangat keras ketika panjenengan difitnah dan diserang oleh kubu Prabowo di pilpres sebelumnya. Sekarang, dia ditangkap karena mengkritik soal netralitas aparat penyelenggara pemilu dan berjuang utk demokrasi yg baik buat negeri ini. Perlu dicatat! Palti bukan koruptor, bukan maling, bukan penghina Jogja sprti AA, bukan pemfitnah Cawapres seperti pegawai Partai anak panjenengan, dan dia juga bukan pelanggar HAM yang tangannya pernah berlumuran darah menghilangkan banyak nyawa para aktivis. Bahkan, dia juga bukan teroris! Trus mengapa @Wk6kMk0OmZlxmX1JX/0WhlGk5ZWq9eS4LrNwl75LdcA= langsung ditangkap saat dini hari jam 3 ? Mau nakut-nakuti atau gimana ? Kebenaran akan selalu menemukan jalannya. #SavePalti Ã¢Â˜Â•Ã¯Â¸Â [RE yusuf_dumdum]"
khofifah dukung prabowo berkalikali dilobi urusan pilkada suap dana hibah diduga pengaruhi sikap khofifah baca selengkapnya koran tempo berlangganan tempo digital premium,Politik,31,1,4,12,3,1,31,3,1,RT Khofifah dukung Prabowo setelah berkali-kali dilobi. Urusan pilkada dan kasus suap dana hibah diduga pengaruhi sikap Khofifah. Baca selengkapnya di Koran Tempo dengan berlangganan Tempo Digital Premium. [RE tempodotco]
ganjar pranowo solusi mewujudkan negeri bersih korupsi kolusi nepotisme,Politik,34,1,14,0,3,1,34,2,1,"RT Ganjar Pranowo, kita semua bagian dari solusi untuk mewujudkan negeri bersih dari korupsi, kolusi, dan nepotisme! #JNK #GanjarPranowoPilihanUmat #GanjarMahfudRebound #JNKGanjarRI1 https://t.co/KrXUBHNmXc [RE anyofthings]"
orasi politik anies baswedan kampanye akbar ternate indonesia people deserve better,Politik,36,1,0,0,1,0,36,16,2,RT Orasi Politik Pak Anies Baswedan Saat Kampanye Akbar di Ternate Indonesia People Deserve Better https://t.co/zE05G9EpqC [RE Mdy_Asmara1701]
anies hebat cyber terlindungi,Politik,36,6,3,0,0,6,36,4,1,"@IQ3xeitZNE6lMb2eFtXkF+XjMbuKl/Nvkt7tfoS7xAE= Anies hebat, cyber terlindungi."
tebet eco park hasil anies gak sih main kesana tuh enak bgt adem bgt temen gua gak percaya tuh jaksel,Sosial Budaya,4,20,0,3,21,3,4,4,1,"RT @wGPr5t0kCziLtFkSXdAR0O9/rrm5qjdjhmbNpFLLCQo= Tebet eco park hasil pak anies juga gak sih? Main kesana tuh enak bgt adem bgt rasanya, beberapa temen gua ada yg gak percaya ini tuh masih jakselÃ°ÂŸÂ˜Â¢ https://t.co/sV6ZKF9WZz [RE Elelviaa]"
masuknya ketua pengajian ilmu tasawuf tarekat naqsabandiyah indonesia keanggotaan jsi prabowo subianto,Politik,39,1,0,4,8,1,39,2,1,termasuk telah masuknya Ketua Umum Pengajian Ilmu Tasawuf Tarekat Naqsabandiyah Indonesia dalam keanggotaan JSI. #IndonesiaSentris #IndonesiaHijau #02Melanjutkan #AnakMudaIndonesiaEmas Prabowo Subianto
bayangin populasi jawa mendadak mbludak anak anies ga pake kerudung,Demografi,5,5,0,2,1,0,12,36,0,@nBIK5lVVdCuOaM9MJeEfzCltR/S4P1UTiVCRwwdLlBA= Bayangin populasi jawa mendadak mbludak karena anak pak anies ga pake kerudung
bro kabar gembira nih pilpres 2024 ganjar pranowo janjiin program asyik dilaut jaya nelayan sejahtera mantap,Politik,36,0,15,0,5,0,36,0,0,"Bro, kabar gembira nih buat Pilpres 2024. Ganjar Pranowo janjiin program asyik: Dilaut Kita Jaya, Nelayan Sejahtera. Mantap!#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/AbZ3VWBHXm"
prabowo memaparkan program unggulannya 900 pedagang bakso mengembangkan umkm indonesia,Politik,39,1,3,3,0,3,39,2,5,RT Prabowo memaparkan program unggulannya kepada 900 pedagang bakso untuk mengembangkan UMKM di Indonesia. #SiapaHargaiTukangBaso https://t.co/WYmcapf8w4 [RE 7uventusia]
prabowo prescon bangga mas gibran kapasitasnya pengetahuannya bidang ekonomi debatnya lingkungan hidup energi agraria pangan desa ekonomi,Ekonomi,48,2,48,0,0,0,0,3,3,"@yTXyObbCIlpPKjos2RZ/MVfutIEFtgRLrvtTCcMnmjs= Prabowo prescon ""saya bangga tadi mas Gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi"" TADI DEBATNYA TENTANG LINGKUNGAN HIDUP, ENERGI, AGRARIA, PANGAN DAN DESA PAK BUKAN EKONOMI ÃƒÂ°"
kiki_daliyo ganjar pranowo sikap disitulah bentuk cinta bangsa indonesia hebat ktp sakti,Ideologi,25,0,10,0,25,0,20,1,0,kiki_daliyo Ganjar Pranowo Sikap tegas yang dilakukan disitulah #GanjarMerawatPancasila sebagai bentuk cinta bangsa indonesia #Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 KTP Sakti
calon presiden ri no urut 3 ganjar pranowo menekankan konstitusi aturan dasar negara panduan hidup,Ideologi,51,0,0,0,51,4,1,0,0,Calon Presiden RI No Urut 3 Ganjar Pranowo menekankan bahwa Konstitusi atau aturan dasar negara adalah panduan hidup kita.#GanjarPranowoPilihanUmat https://t.co/idSgMwUyln
apanya dukung bumn bangkrut utang numpuk beras import tanam singkong gagal 2024 p,Ekonomi,3,0,3,6,1,1,39,3,3,@CJkA1KuzyyhDVp+8/AOzlgUyDQVsbMKlgsn5xqhaVr8= @+kgXtsB1Vq66wnhRjVmA4zjzcr8h8MffkTSny7jrINY= @ieI2p2/cQp0WST3zRraKz8+A64NGZlupRHa3LnUg8rY= Apanya yg mau dukung lanjut pak? BUMN pada bangkrut utang numpuk beras import tanam singkong saja gagal. 2024 perlu p
cak imin soroti pengangguran manamana tkn prabowogibran menyindir cak imin lupa menaker ida fauziyah pkb partainya cak imin,Politik,36,1,1,13,0,2,36,1,2,"RT Cak Imin soroti pengangguran di mana-mana. TKN Prabowo-Gibran menyindir Cak Imin lupa Menaker Ida Fauziyah dari PKB, partainya Cak Imin. #detikPemilu #WaktunyaMilih https://t.co/cTzQnAPmIN [RE detikcom]"
calon presiden ri no urut 3 ganjar pranowo memahami urgensi menjaga konstitusi aturan dasar negara panduan negara,Ideologi,55,0,0,0,55,0,1,0,0,Calon Presiden RI No Urut 3 Ganjar Pranowo memahami urgensi menjaga Konstitusi atau aturan dasar negara sebagai panduan negara.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/TAcyeTXpsu
pasangan ganjar pranowo mahfud md rencana seru gak ngelanjutin menambah memperbaiki program pemerintah,Politik,35,0,12,1,5,3,35,0,0,"Pasangan Ganjar Pranowo Mahfud MD punya rencana seru! Gak cuma ngelanjutin, tapi juga menambah dan memperbaiki program pemerintah.#GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/tM91HtiCFb"
spanduk prabowogibran dipasang landmark batam bawaslu pastikan melanggar aturan,Politik,20,2,2,4,19,4,20,4,1,"RT Spanduk Prabowo-Gibran Dipasang di Landmark Batam, Bawaslu Pastikan Melanggar Aturan https://t.co/CLoKEm0gK1 #TempoNasional [RE tempodotco]"
gak pilih capres janjijanji cari udah buktiin kerjanya pasangan calon no 3 ganjar pranowo mahfud md contohnya,Politik,42,0,7,1,5,0,42,1,0,"Gak usah pilih capres yang cuma janji-janji, cari yang udah buktiin kerjanya. Pasangan Calon No 3 Ganjar Pranowo - Mahfud MD, contohnya! #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/WkpyzN3NUK"
dki udah lakuin stop reklamasi dampak kena lingkungan hidup anies satunya orang mikirin kiamat ga dtg cepet dibumi pertiwi ulah manusia dibumi,Sosial Budaya,28,4,2,3,0,2,15,28,2,"@WdcVcFTZuPs62Ny9HHivLvR+7BG5Hqhv2wlRU5QTbd8= Padahal di dki udah lakuin stop reklamasi karena dampak yg kena ke lingkungan hidup, anies satu satunya orang yg mikirin supaya kiamat ga dtg cepet dibumi pertiwi karena ulah manusia dibumi itu sendiri"
bang desak anies komunitas agama tujuannya golongan minoritas,Sosial Budaya,26,2,3,3,0,1,21,26,0,"@ZP69eejfVVkdVr9Y7LvquoLT2EupvtA+WkG9BnUJRw8= bang, ada yang minta desak anies komunitas agama. tujuannya buat meyakinkan golongan minoritas"
bilang benci anies mencari detail kebenarannya terpaku narasi kebencian bersumber cobalah adil alias narasi buruk diterima coba dicari kebenarannya mendalami isi pikiran track record anies baswedan engga sulit mencari rekam jejak pemikirannya internet mencari antipati duluan mendalami mengerti narasi negatif diciptakan anies masif tersebar menutupi pemberitaan positif jarang dikabarkan menjabat gubernur jakarta orang bilang anies kerja kenyataannya orangorang anies berhenti jabatannya habis jabatannya bukti lihat pj gubernur jabatannya langsung presiden situlah anies benarbenar kebanyakan kerjaan anies halhal membangun manusia menerapkan kota adil sesuai narasinya berubah bertahuntahun,Politik,33,1,0,5,1,0,33,15,1,"RT aku cuma mau bilang satu hal untuk yang benci anies tanpa mencari tahu detail kebenarannya dan hanya terpaku pada narasi kebencian yang bersumber dari Ã¢Â€Â˜katanyaÃ¢Â€Â™ cobalah untuk adil, alias jika ada narasi buruk yang diterima, coba dicari kebenarannya dengan mendalami lebih dalam isi pikiran dan track record anies baswedan. engga sulit kok buat mencari tahu karena ada banyak rekam jejak dan pemikirannya di internet. asal kita mau mencari tahu dan tidak antipati duluan. setelah mendalami, kita akan mengerti kalau narasi negatif yang diciptakan tentang anies terlalu masif tersebar hingga menutupi pemberitaan positif yang jarang sekali dikabarkan. bahkan selama menjabat jadi gubernur jakarta, begitu banyak orang bilang anies enggak bisa kerja. padahal kenyataannya banyak orang-orang kecil yang tak ingin anies berhenti dari jabatannya padahal ia sudah habis masa jabatannya. bukti lainnya, lihat saja pj gubernur yang mendapatkan jabatannya dengan cara ditunjuk langsung oleh presiden. di situlah baru terasa kalau anies benar-benar bekerja. tapi kebanyakan kerjaan anies itu bukan pada hal-hal yang terlihat, tetapi lebih ke membangun manusia dan menerapkan ibu kota yang adil untuk semua; sesuai dengan narasinya yang tak pernah berubah sejak bertahun-tahun lalu. [RE dayatpiliang]"
prabowo gibran pemimpin penuh dedikasi komitmen pilihprabowogibran02 mendukungmu,Politik,43,2,1,0,4,1,43,2,3,Prabowo dan Gibran adalah pemimpin yang penuh dedikasi dan komitmen. #kodekita08 PilihPrabowoGibran02 Kami mendukungmu!
supir samarinda mengeluhkan pembangunan jalan lambat berharap anies presiden jalan kalimantan setara dg jalan jawa,Politik,29,7,0,1,0,1,29,10,8,"RT Supir di Samarinda mengeluhkan pembangunan jalan masih sangat lambat, berharap jika Anies jadi Presiden jalan di Kalimantan setara dg jalan di Jawa.. #DesakAniesSamarinda https://t.co/qyzLS02Xbl [RE ekowboy2]"
momen mengandung bawang anies menghormati amp mencintai penyandang disabilitas keterbatasan fisik salah 4 mjd konsen khusus kebijakan anies hamil disabilitas lansia anak2 pemimpin humanies,Politik,14,0,1,8,3,0,14,30,0,"RT Momen mengandung bawang... Begitu pak Anies menghormati &amp; mencintai penyandang disabilitas itu. Keterbatasan fisik adalah salah satu dari 4 yg mjd konsen khusus tiap kebijakan pak Anies (Ibu Hamil, Disabilitas, Lansia, Anak2). Dialah Pemimpin yg Humanies. Ã°ÂŸÂ¦Â‰ #HaveAniesDay https://t.co/qrxDKNB9wc [RE BangPino__]"
pilpres kali 2 paslon walo 3 terdaftar 1 amin 2 prabowoganjar dasarnya paslon 2amp3 bayangan,Pertahanan dan Keamanan,3,0,1,0,4,3,47,1,0,Pilpres kali ini saya merasa hanya ada 2 paslon walo ada 3 yang terdaftar. 1. Amin 2. Prabowo+ganjar Jadi pada dasarnya paslon 2&amp;3 keduanya adalah bayangan saja.
merasakan tinggal kaltim jakarta balikpapan samarinda kaltim luas bandara aja menempuh 15 jam anies jalur kereta dibutuhkan disana ketimbang bangun ikn,Politik,23,2,0,10,0,1,23,17,3,"RT Saya pernah merasakan tinggal di KalTim, untuk menuju Jakarta harus ke Balikpapan atau Samarinda dulu, padahal Kaltim itu luas Ke Bandara aja harus menempuh 15 jam Benar apa yg disampaikan pak Anies, jalur kereta lebih dibutuhkan disana ketimbang bangun IKN #AMINTolakIKN https://t.co/BVr921Q7iv [RE nitarose38]"
fakta prabowolah menyerang personal anies,Politik,38,3,0,0,2,1,38,11,1,"RT Ini fakta yg sebenarnya, justru Pak Prabowolah yg banyak menyerang personal ke Pak Anies https://t.co/fS3AVn1q6B [RE msaid_didu]"
2 gambar tudingan jakarta bernasib suriah bang anies menjabat gw kristen 2017 dukung penuh bang anies phobia minoritas timbul akibat over glorifikasi ahok,Sosial Budaya,41,1,0,2,0,1,9,41,2,"RT @Zq03msqe62pebwK+6liqaRuRLuhyCPsA9kHFW4jxTlo= @PSBQ5gPtWKq0+7BgrjHejIwUplsczrIBv1JsJr1WfRA= 2 gambar ini untuk menjawab tudingan bahwa Jakarta bakal bernasib seperti Suriah kalau Bang Anies menjabat. Gw Kristen, sejak 2017 dukung penuh Bang Anies. Phobia di ""minoritas"" timbul akibat over glorifikasi terhadap ahok. https://t.co/Am87a3PW4J [RE MaxJo777]"
ipb peluang hadir capres no urut 03 ganjar pranowo ajak bergabung kontrak terbuka kedaulatan pangan,Politik,44,0,5,0,6,0,44,0,1,"IPB, peluang besar hadir! Capres No Urut 03 Ganjar Pranowo ajak bergabung dalam kontrak terbuka untuk kedaulatan pangan.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/KANTLX16IG"
pasangan capres cawapres ri no 03 capres ganjar pranowo mahfud md ekonomi tumbuh mencapai pesat 7,Ekonomi,23,0,23,3,1,0,29,0,0,"Pasangan Capres dan Cawapres RI No 03 Capres Ganjar Pranowo - Mahfud MD yakin, ekonomi kita bisa tumbuh mencapai pesat, 7% setiap tahun. #GanjarMahfudRebound #GanjarPranowoPilihanUmat #JNK https://t.co/cDG1XDygr9"
proses membangun timnas pengorbanan kerja prabowo subianto,Politik,40,2,1,0,3,1,40,2,7,"Lebih lanjut, ia mengatakan bahwa proses membangun timnas memerlukan waktu yang panjang, pengorbanan, dan kerja sama dari banyak pihak. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto"
ganjar pranowo ganjar berdedikasi tugasnya pemimpin kepala keluarga hadir anakanaknya kebersamaan sungguh istimewa mahfud hebat sikat kkn,Politik,36,0,15,1,2,0,36,2,0,"Ganjar Pranowo Pak Ganjar tidak hanya berdedikasi pada tugasnya sebagai pemimpin, tetapi juga sebagai seorang kepala keluarga yang hadir untuk anak-anaknya. Kebersamaan mereka sungguh istimewa! Mahfud Hebat #L3bihbaik #MahfudLebihBaik3 #GanjarMahfud2024 sikat KKN"
caprescawapres prabowogibran gak berurusan penegak hukum terkait korupsi,Politik,42,4,1,0,2,4,42,3,0,"RT Dari seluruh Capres-Cawapres, cuma Prabowo-Gibran yang gak pernah berurusan dengan para penegak hukum terkait kasus korupsi. [RE Uki23]"
yuk besok ramerame coblos anies 14 februari emang benerbener ngegas urusan pendidikan,Politik,37,2,0,9,1,0,37,6,1,"@OsHYxgj0ZNc55qmaUxWdPyQ+G60jYZtc66cUPiK4ld4= Yuk, besok kita rame-rame coblos Pak Anies 14 Februari ini, dia emang bener-bener ngegas urusan pendidikan."
anies baswedan gw warga jakarta terharu bangga janjinya tepati contoh pemimpin amanah jujur tetas gagah sholeh cocok presiden ri amin,Politik,38,3,1,0,3,0,38,3,8,RT Luar Biasa Pak Anies Baswedan gw warga Jakarta sangat terharu dan bangga janjinya semuanya di tepati. Contoh Pemimpin yang Amanah jujur tetas gagah sholeh cocok jadi Presiden RI. AMIN #StadiumInternationalUntukIndonesia https://t.co/nxTEIOuUbW [RE PutraErlangga95]
iara_faeni terimakasih iara makasih bgt tolong ya mas mata pedih ganjar mahfud hebat,Politik,34,4,10,1,0,0,34,7,0,"Iara_faeniÃ‚ Ã‚ , terimakasih Iara makasih bgt Ã°ÂŸÂ˜Â¡ Tapi tolong ya ini kata ""MAS"" membuat mata saya pedih!!!Ã‚ Ganjar Mahfud Hebat #Coblos3 #3GM #GanjarMahfudM3nangDebat #DebatCapres https://t.co/dMavI3kXFP"
jusuf kalla pasang badan anies dilaporkan prabowo sodorkan nama jokowi saksi biar ramai yaman dukung yaman,Politik,38,3,0,0,2,1,38,8,4,"JUSUF Kalla Pasang Badan Jika Anies Dilaporkan Prabowo, Sodorkan Nama Jokowi Jadi Saksi: Biar Ramai https://t.co/Dij4KnGZ5w yaman dukung yaman"
dedi hati prabowo subianto mendarah daging merah putih rahasiakan pertahanan negara prabowo teguh titikan air mata pojok,Pertahanan dan Keamanan,32,3,0,0,1,32,14,4,2,"RT Dedi ; Dalam Hati Prabowo Subianto Sudah Mendarah Daging 'Merah Putih', Demi Rahasiakan Pertahanan Negara Prabowo Tetap Teguh Sampai Titikan Air Mata - Pojok Satu - https://t.co/jidGUxuyYl https://t.co/qdMWC81exB #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan [RE mehuli_ginting]"
kegiatan pakanies sorong berdialog dg pedagang pasar ikan jompu berdialog dg warga jg anak2 pace anies lbh paham papua drpd prabowo pake cara2 militer timor leste anies pake phsicology mengerti orng2 papua,Politik,15,3,0,6,0,3,15,27,2,"RT Kegiatan PakAnies di Sorong, berdialog dg pedagang di pasar ikan jompu, berdialog dg warga jg anak2. Seperti kata pace ini : ""Anies lbh paham soal papua drpd prabowo yg pake cara2 militer di Timor Leste sedangkan Anies pake cara phsicology mengerti tentang orng2 Papua.."" https://t.co/mKmSbBzDSk [RE Malika6027]"
ganjar pranowo berjanji menuntut pelanggar konstitusi aturan dasar negara pengadilan,Ideologi,41,0,2,1,41,4,8,0,0,Ganjar Pranowo berjanji untuk menuntut pelanggar Konstitusi atau aturan dasar negara di pengadilan.#JNK #GanjarMahfudRebound #GanjarPranowoPilihanUmat https://t.co/hyf361lRat
alhamdulillah relawan login jawa timur berkegiatan tuban deklarasi petani hutan mendukung prabowo gibran parengan,Politik,38,3,2,0,0,0,38,13,0,RT Alhamdulillah Relawan Login Jawa Timur berkegiatan Di Tuban dalam deklarasi Petani Hutan Mendukung Prabowo Gibran di Parengan. #LoginPrabowoGibran https://t.co/l70kritOyC [RE aven_januar]
kepemimpinan inklusif prabowo membawa indonesia kemanusiaan kemajuan buktinyata tiadahenti,Politik,32,4,8,2,7,3,32,0,0,"Kepemimpinan yang inklusif, Prabowo membawa Indonesia menuju kemanusiaan dan kemajuan #02UntukMelanjutkan BuktiNyata TiadaHenti https://t.co/j9BMY1IjPx"
bentrok warga pendukung prabowogibran sleman mengakibatkan warga mengalami luka warga meninggal dunia pendukung didukung kelakuannya nyawa gak harganya dimata park ahn nice,Pertahanan dan Keamanan,44,1,0,0,1,44,2,8,0,"RT Ã¢Â€ÂœBentrok antara warga dengan pendukung Prabowo-Gibran di Sleman mengakibatkan dua warga mengalami lukaÃ‚Â² dan satu warga meninggal duniaÃ¢Â€Â Pendukung dan yg didukung sama kelakuannya, nyawa gak ada harganya dimata merekaÃ°ÂŸÂ¤Â¦Ã¢Â€ÂÃ¢Â™Â€Ã¯Â¸Â Ã°ÂŸÂ¦Â‰Park Ahn Nice Ã¢Â˜ÂÃ¯Â¸ÂÃ¢ÂÂ¤ https://t.co/K5uavFp1B1 [RE AnKiiim_]"
gimna putaranrelawan pendukung prbawo banten cabut dukungnnyaberalaih ganjar mahfudrelawan berasal pendekarsama kiai2 kampung,Politik,30,1,6,5,0,10,30,3,1,"RT Gimna mau satu putaran,Relawan pendukung prbawo di banten cabut dukungnnya,beralaih ke Ganjar Mahfud,relawan ini berasal para pendekar,sama kiai2 kampung #GanjarMahfud2024 #GanjarMahfudPilihanRakyat #GanjarMahfudM3nang https://t.co/JHG9DL8K3O [RE veraagustian_]"
